Mod:Item:MetaData, Localized Name
quark:spruce_button, tile.spruce_button.name
quark:birch_button, tile.birch_button.name
quark:jungle_button, tile.jungle_button.name
quark:acacia_button, tile.acacia_button.name
quark:dark_oak_button, tile.dark_oak_button.name
quark:grate, 格栅方块
quark:glass_item_frame, item.glass_item_frame.name
quark:sandstone_new:0, 磨制砂岩
quark:sandstone_new:1, 砂岩砖
quark:sandstone_new:2, 磨制红砂岩
quark:sandstone_new:3, 红砂岩砖
quark:sandstone_new:4, 磨制灵魂砂岩
quark:sandstone_new:5, 灵魂砂岩砖
quark:sandstone_bricks_stairs, tile.sandstone_bricks_stairs.name
quark:red_sandstone_bricks_stairs, tile.red_sandstone_bricks_stairs.name
quark:soul_sandstone_bricks_stairs, tile.soul_sandstone_bricks_stairs.name
quark:sandstone_smooth_slab:0, 磨制砂岩台阶
quark:sandstone_bricks_slab:0, 砂岩砖台阶
quark:red_sandstone_smooth_slab:0, 磨制红砂岩台阶
quark:red_sandstone_bricks_slab:0, 红砂岩砖台阶
quark:soul_sandstone_smooth_slab:0, 磨制灵魂砂岩台阶
quark:soul_sandstone_bricks_slab:0, 灵魂砂岩砖台阶
quark:polished_stone, tile.polished_stone.name
quark:stone_wall, tile.stone_wall.name
quark:stone_granite_wall, tile.stone_granite_wall.name
quark:stone_diorite_wall, tile.stone_diorite_wall.name
quark:stone_andesite_wall, tile.stone_andesite_wall.name
quark:sandstone_wall, tile.sandstone_wall.name
quark:red_sandstone_wall, tile.red_sandstone_wall.name
quark:stonebrick_wall, tile.stonebrick_wall.name
quark:brick_wall, tile.brick_wall.name
quark:quartz_wall, tile.quartz_wall.name
quark:prismarine_rough_wall, tile.prismarine_rough_wall.name
quark:prismarine_bricks_wall, tile.prismarine_bricks_wall.name
quark:dark_prismarine_wall, tile.dark_prismarine_wall.name
quark:purpur_block_wall, tile.purpur_block_wall.name
quark:end_bricks_wall, tile.end_bricks_wall.name
quark:stonebrick_mossy_wall, tile.stonebrick_mossy_wall.name
quark:stained_planks:0, 白色染色木板
quark:stained_planks:1, 橙色染色木板
quark:stained_planks:2, 品红色染色木板
quark:stained_planks:3, 淡蓝色染色木板
quark:stained_planks:4, 黄色染色木板
quark:stained_planks:5, 黄绿色染色木板
quark:stained_planks:6, 粉红色染色木板
quark:stained_planks:7, 灰色染色木板
quark:stained_planks:8, 淡灰色染色木板
quark:stained_planks:9, 青色染色木板
quark:stained_planks:10, 紫色染色木板
quark:stained_planks:11, 蓝色染色木板
quark:stained_planks:12, 棕色染色木板
quark:stained_planks:13, 绿色染色木板
quark:stained_planks:14, 红色染色木板
quark:stained_planks:15, 黑色染色木板
quark:stained_planks_white_stairs, tile.stained_planks_white_stairs.name
quark:stained_planks_orange_stairs, tile.stained_planks_orange_stairs.name
quark:stained_planks_magenta_stairs, tile.stained_planks_magenta_stairs.name
quark:stained_planks_light_blue_stairs, tile.stained_planks_light_blue_stairs.name
quark:stained_planks_yellow_stairs, tile.stained_planks_yellow_stairs.name
quark:stained_planks_lime_stairs, tile.stained_planks_lime_stairs.name
quark:stained_planks_pink_stairs, tile.stained_planks_pink_stairs.name
quark:stained_planks_gray_stairs, tile.stained_planks_gray_stairs.name
quark:stained_planks_silver_stairs, tile.stained_planks_silver_stairs.name
quark:stained_planks_cyan_stairs, tile.stained_planks_cyan_stairs.name
quark:stained_planks_purple_stairs, tile.stained_planks_purple_stairs.name
quark:stained_planks_blue_stairs, tile.stained_planks_blue_stairs.name
quark:stained_planks_brown_stairs, tile.stained_planks_brown_stairs.name
quark:stained_planks_green_stairs, tile.stained_planks_green_stairs.name
quark:stained_planks_red_stairs, tile.stained_planks_red_stairs.name
quark:stained_planks_black_stairs, tile.stained_planks_black_stairs.name
quark:stained_planks_white_slab:0, 白色染色木台阶
quark:stained_planks_orange_slab:0, 橙色染色木台阶
quark:stained_planks_magenta_slab:0, 品红色染色木台阶
quark:stained_planks_light_blue_slab:0, 淡蓝色染色木台阶
quark:stained_planks_yellow_slab:0, 黄色染色木台阶
quark:stained_planks_lime_slab:0, 黄绿色染色木台阶
quark:stained_planks_pink_slab:0, 粉红色染色木台阶
quark:stained_planks_gray_slab:0, 灰色染色木台阶
quark:stained_planks_silver_slab:0, 淡灰色染色木台阶
quark:stained_planks_cyan_slab:0, 青色染色木台阶
quark:stained_planks_purple_slab:0, 紫色染色木台阶
quark:stained_planks_blue_slab:0, 蓝色染色木台阶
quark:stained_planks_brown_slab:0, 棕色染色木台阶
quark:stained_planks_green_slab:0, 绿色染色木台阶
quark:stained_planks_red_slab:0, 红色染色木台阶
quark:stained_planks_black_slab:0, 黑色染色木台阶
quark:hardened_clay_tiles, tile.hardened_clay_tiles.name
quark:hardened_clay_tiles_stairs, tile.hardened_clay_tiles_stairs.name
quark:hardened_clay_tiles_slab:0, 陶瓦砖瓦台阶
quark:stained_clay_tiles:0, 白色陶瓦砖瓦
quark:stained_clay_tiles:1, 橙色陶瓦砖瓦
quark:stained_clay_tiles:2, 品红色陶瓦砖瓦
quark:stained_clay_tiles:3, 淡蓝色陶瓦砖瓦
quark:stained_clay_tiles:4, 黄色陶瓦砖瓦
quark:stained_clay_tiles:5, 黄绿色陶瓦砖瓦
quark:stained_clay_tiles:6, 粉红色陶瓦砖瓦
quark:stained_clay_tiles:7, 灰色陶瓦砖瓦
quark:stained_clay_tiles:8, 淡灰色陶瓦砖瓦
quark:stained_clay_tiles:9, 青色陶瓦砖瓦
quark:stained_clay_tiles:10, 紫色陶瓦砖瓦
quark:stained_clay_tiles:11, 蓝色陶瓦砖瓦
quark:stained_clay_tiles:12, 棕色陶瓦砖瓦
quark:stained_clay_tiles:13, 绿色陶瓦砖瓦
quark:stained_clay_tiles:14, 红色陶瓦砖瓦
quark:stained_clay_tiles:15, 黑色陶瓦砖瓦
quark:stained_clay_tiles_white_stairs, tile.stained_clay_tiles_white_stairs.name
quark:stained_clay_tiles_orange_stairs, tile.stained_clay_tiles_orange_stairs.name
quark:stained_clay_tiles_magenta_stairs, tile.stained_clay_tiles_magenta_stairs.name
quark:stained_clay_tiles_light_blue_stairs, tile.stained_clay_tiles_light_blue_stairs.name
quark:stained_clay_tiles_yellow_stairs, tile.stained_clay_tiles_yellow_stairs.name
quark:stained_clay_tiles_lime_stairs, tile.stained_clay_tiles_lime_stairs.name
quark:stained_clay_tiles_pink_stairs, tile.stained_clay_tiles_pink_stairs.name
quark:stained_clay_tiles_gray_stairs, tile.stained_clay_tiles_gray_stairs.name
quark:stained_clay_tiles_silver_stairs, tile.stained_clay_tiles_silver_stairs.name
quark:stained_clay_tiles_cyan_stairs, tile.stained_clay_tiles_cyan_stairs.name
quark:stained_clay_tiles_purple_stairs, tile.stained_clay_tiles_purple_stairs.name
quark:stained_clay_tiles_blue_stairs, tile.stained_clay_tiles_blue_stairs.name
quark:stained_clay_tiles_brown_stairs, tile.stained_clay_tiles_brown_stairs.name
quark:stained_clay_tiles_green_stairs, tile.stained_clay_tiles_green_stairs.name
quark:stained_clay_tiles_red_stairs, tile.stained_clay_tiles_red_stairs.name
quark:stained_clay_tiles_black_stairs, tile.stained_clay_tiles_black_stairs.name
quark:stained_clay_tiles_white_slab:0, 白色陶瓦砖瓦台阶
quark:stained_clay_tiles_orange_slab:0, 橙色陶瓦砖瓦台阶
quark:stained_clay_tiles_magenta_slab:0, 品红色陶瓦砖瓦台阶
quark:stained_clay_tiles_light_blue_slab:0, 淡蓝陶瓦砖瓦台阶
quark:stained_clay_tiles_yellow_slab:0, 黄色陶瓦砖瓦台阶
quark:stained_clay_tiles_lime_slab:0, 黄绿色陶瓦砖瓦台阶
quark:stained_clay_tiles_pink_slab:0, 粉红色陶瓦砖瓦台阶
quark:stained_clay_tiles_gray_slab:0, 灰色陶瓦砖瓦台阶
quark:stained_clay_tiles_silver_slab:0, 淡灰色陶瓦砖瓦台阶
quark:stained_clay_tiles_cyan_slab:0, 青色陶瓦砖瓦台阶
quark:stained_clay_tiles_purple_slab:0, 紫色陶瓦砖瓦台阶
quark:stained_clay_tiles_blue_slab:0, 蓝色陶瓦砖瓦台阶
quark:stained_clay_tiles_brown_slab:0, 棕色陶瓦砖瓦台阶
quark:stained_clay_tiles_green_slab:0, 绿色陶瓦砖瓦台阶
quark:stained_clay_tiles_red_slab:0, 红色陶瓦砖瓦台阶
quark:stained_clay_tiles_black_slab:0, 黑色陶瓦砖瓦台阶
quark:bark:0, 橡树树皮
quark:bark:1, 云杉树皮
quark:bark:2, 白桦树皮
quark:bark:3, 丛林树皮
quark:bark:4, 金合欢树皮
quark:bark:5, 深色橡树树皮
quark:bark_oak_wall, tile.bark_oak_wall.name
quark:bark_oak_stairs, tile.bark_oak_stairs.name
quark:bark_oak_slab:0, 橡树树皮台阶
quark:bark_spruce_wall, tile.bark_spruce_wall.name
quark:bark_spruce_stairs, tile.bark_spruce_stairs.name
quark:bark_spruce_slab:0, 云杉树皮台阶
quark:bark_birch_wall, tile.bark_birch_wall.name
quark:bark_birch_stairs, tile.bark_birch_stairs.name
quark:bark_birch_slab:0, 白桦树皮台阶
quark:bark_jungle_wall, tile.bark_jungle_wall.name
quark:bark_jungle_stairs, tile.bark_jungle_stairs.name
quark:bark_jungle_slab:0, 丛林树皮台阶
quark:bark_acacia_wall, tile.bark_acacia_wall.name
quark:bark_acacia_stairs, tile.bark_acacia_stairs.name
quark:bark_acacia_slab:0, 金合欢树皮台阶
quark:bark_dark_oak_wall, tile.bark_dark_oak_wall.name
quark:bark_dark_oak_stairs, tile.bark_dark_oak_stairs.name
quark:bark_dark_oak_slab:0, 深色橡树树皮台阶
quark:sturdy_stone, tile.sturdy_stone.name
quark:iron_plate:0, 铁板块
quark:iron_plate:1, 锈化铁板块
quark:iron_plate_stairs, tile.iron_plate_stairs.name
quark:iron_plate_slab:0, 铁板块台阶
quark:sandy_bricks, tile.sandy_bricks.name
quark:sandy_bricks_stairs, tile.sandy_bricks_stairs.name
quark:sandy_bricks_slab:0, 砂砖台阶
quark:sandy_bricks_wall, tile.sandy_bricks_wall.name
quark:stone_stairs, tile.stone_stairs.name
quark:stone_granite_stairs, tile.stone_granite_stairs.name
quark:stone_granite_slab:0, 花岗岩台阶
quark:stone_diorite_stairs, tile.stone_diorite_stairs.name
quark:stone_diorite_slab:0, 闪长岩台阶
quark:stone_andesite_stairs, tile.stone_andesite_stairs.name
quark:stone_andesite_slab:0, 安山岩台阶
quark:end_bricks_stairs, tile.end_bricks_stairs.name
quark:end_bricks_slab:0, 末地石砖台阶
quark:prismarine_stairs, tile.prismarine_stairs.name
quark:prismarine_slab:0, 海晶石台阶
quark:prismarine_bricks_stairs, tile.prismarine_bricks_stairs.name
quark:prismarine_bricks_slab:0, 海晶石砖台阶
quark:prismarine_dark_stairs, tile.prismarine_dark_stairs.name
quark:prismarine_dark_slab:0, 暗海晶石台阶
quark:red_nether_brick_stairs, tile.red_nether_brick_stairs.name
quark:red_nether_brick_slab:0, 红色地狱砖台阶
quark:cobblestone_mossy_stairs, tile.cobblestone_mossy_stairs.name
quark:cobblestone_mossy_slab:0, 苔石台阶
quark:stonebrick_mossy_stairs, tile.stonebrick_mossy_stairs.name
quark:stonebrick_mossy_slab:0, 苔石砖台阶
quark:thatch, 茅草
quark:thatch_stairs, 茅草楼梯
quark:thatch_slab:0, 茅草台阶
quark:charred_nether_bricks, tile.charred_nether_bricks.name
quark:charred_nether_brick_stairs, tile.charred_nether_brick_stairs.name
quark:charred_nether_brick_slab:0, 炭化地狱砖台阶
quark:world_stone_bricks:0, 花岗岩石砖
quark:world_stone_bricks:1, 闪长岩石砖
quark:world_stone_bricks:2, 安山岩石砖
quark:world_stone_bricks:3, 玄武岩砖
quark:world_stone_bricks:4, 大理石砖
quark:world_stone_bricks:5, 石灰石砖
quark:world_stone_bricks:6, 碧玉石砖
quark:world_stone_bricks:7, 板岩砖
quark:world_stone_carved:0, 錾制花岗岩砖
quark:world_stone_carved:1, 錾制闪长岩砖
quark:world_stone_carved:2, 錾制安山岩砖
quark:world_stone_carved:3, 錾制玄武岩砖
quark:world_stone_carved:4, 錾制大理石砖
quark:world_stone_carved:5, 錾制石灰岩砖
quark:world_stone_carved:6, 錾制碧玉石砖
quark:world_stone_carved:7, 錾制板岩砖
quark:stone_granite_bricks_stairs, tile.stone_granite_bricks_stairs.name
quark:stone_granite_bricks_slab:0, 花岗岩砖台阶
quark:stone_diorite_bricks_stairs, tile.stone_diorite_bricks_stairs.name
quark:stone_diorite_bricks_slab:0, 闪长岩砖台阶
quark:stone_andesite_bricks_stairs, tile.stone_andesite_bricks_stairs.name
quark:stone_andesite_bricks_slab:0, 安山岩砖台阶
quark:stone_basalt_bricks_stairs, tile.stone_basalt_bricks_stairs.name
quark:stone_basalt_bricks_slab:0, 玄武岩砖台阶
quark:stone_marble_bricks_stairs, tile.stone_marble_bricks_stairs.name
quark:stone_marble_bricks_slab:0, 大理石砖台阶
quark:stone_limestone_bricks_stairs, tile.stone_limestone_bricks_stairs.name
quark:stone_limestone_bricks_slab:0, 石灰石砖台阶
quark:stone_jasper_bricks_stairs, tile.stone_jasper_bricks_stairs.name
quark:stone_jasper_bricks_slab:0, 碧玉石砖台阶
quark:stone_slate_bricks_stairs, tile.stone_slate_bricks_stairs.name
quark:stone_slate_bricks_slab:0, 板岩砖台阶
quark:stone_granite_bricks_wall, tile.stone_granite_bricks_wall.name
quark:stone_diorite_bricks_wall, tile.stone_diorite_bricks_wall.name
quark:stone_andesite_bricks_wall, tile.stone_andesite_bricks_wall.name
quark:stone_basalt_bricks_wall, tile.stone_basalt_bricks_wall.name
quark:stone_marble_bricks_wall, tile.stone_marble_bricks_wall.name
quark:stone_limestone_bricks_wall, tile.stone_limestone_bricks_wall.name
quark:stone_jasper_bricks_wall, tile.stone_jasper_bricks_wall.name
quark:stone_slate_bricks_wall, tile.stone_slate_bricks_wall.name
quark:midori_block, tile.midori_block.name
quark:midori_pillar, tile.midori_pillar.name
quark:midori_block_stairs, tile.midori_block_stairs.name
quark:midori_block_slab:0, 绿台阶
quark:midori_block_wall, tile.midori_block_wall.name
quark:magma_bricks, tile.magma_bricks.name
quark:magma_bricks_stairs, tile.magma_bricks_stairs.name
quark:magma_bricks_slab:0, 岩浆砖台阶
quark:vertical_planks:0, 竖纹橡木木板
quark:vertical_planks:1, 竖纹云杉木板
quark:vertical_planks:2, 竖纹白桦木板
quark:vertical_planks:3, 竖纹丛林木板
quark:vertical_planks:4, 竖纹金合欢木板
quark:vertical_planks:5, 竖纹深色橡木木板
quark:vertical_stained_planks:0, 竖纹白色染色木板
quark:vertical_stained_planks:1, 竖纹橙色染色木板
quark:vertical_stained_planks:2, 竖纹品红色染色木板
quark:vertical_stained_planks:3, 竖纹淡蓝色染色木板
quark:vertical_stained_planks:4, 竖纹黄色染色木板
quark:vertical_stained_planks:5, 竖纹黄绿色染色木板
quark:vertical_stained_planks:6, 竖纹粉红色染色木板
quark:vertical_stained_planks:7, 竖纹灰色染色木板
quark:vertical_stained_planks:8, 竖纹淡灰色染色木板
quark:vertical_stained_planks:9, 竖纹青色染色木板
quark:vertical_stained_planks:10, 竖纹紫色染色木板
quark:vertical_stained_planks:11, 竖纹蓝色染色木板
quark:vertical_stained_planks:12, 竖纹棕色染色木板
quark:vertical_stained_planks:13, 竖纹绿色染色木板
quark:vertical_stained_planks:14, 竖纹红色染色木板
quark:vertical_stained_planks:15, 竖纹黑色染色木板
quark:duskbound_block, tile.duskbound_block.name
quark:duskbound_lantern, tile.duskbound_lantern.name
quark:duskbound_block_stairs, tile.duskbound_block_stairs.name
quark:duskbound_block_slab:0, 黯缚台阶
quark:duskbound_block_wall, tile.duskbound_block_wall.name
quark:world_stone_pavement:0, 花岗岩铺路石
quark:world_stone_pavement:1, 闪长岩铺路石
quark:world_stone_pavement:2, 安山岩铺路石
quark:world_stone_pavement:3, 玄武岩铺路石
quark:world_stone_pavement:4, 大理石铺路石
quark:world_stone_pavement:5, 石灰石铺路石
quark:world_stone_pavement:6, 碧玉石铺路石
quark:world_stone_pavement:7, 板岩铺路石
quark:reed_block, tile.reed_block.name
quark:reed_block_stairs, tile.reed_block_stairs.name
quark:reed_block_slab:0, 甘蔗台阶
quark:reed_block_wall, tile.reed_block_wall.name
quark:snow_bricks, 雪砖块
quark:snow_bricks_stairs, tile.snow_bricks_stairs.name
quark:snow_bricks_slab:0, 雪砖台阶
quark:snow_bricks_wall, tile.snow_bricks_wall.name
quark:carved_wood:0, 雕纹橡木
quark:carved_wood:1, 雕纹云杉木
quark:carved_wood:2, 雕纹白桦木
quark:carved_wood:3, 雕纹丛林木
quark:carved_wood:4, 雕纹金合欢木
quark:carved_wood:5, 雕纹深色橡木
quark:soul_sandstone:0, 灵魂砂岩
quark:soul_sandstone:1, 錾制灵魂砂岩
quark:soul_sandstone:2, 平滑灵魂砂岩
quark:soul_sandstone_slab:0, 灵魂砂岩台阶
quark:soul_sandstone_stairs, tile.soul_sandstone_stairs.name
quark:soul_sandstone_wall, tile.soul_sandstone_wall.name
quark:turf, 月面土
quark:turf_stairs, tile.turf_stairs.name
quark:turf_slab:0, 草块台阶
quark:framed_glass, tile.framed_glass.name
quark:framed_glass_pane, tile.framed_glass_pane.name
quark:polished_netherrack:0, 熔铸石
quark:polished_netherrack:1, 熔铸砖
quark:polished_netherrack_bricks_stairs, tile.polished_netherrack_bricks_stairs.name
quark:polished_netherrack_bricks_slab:0, 熔铸砖台阶
quark:polished_netherrack_bricks_wall, tile.polished_netherrack_bricks_wall.name
quark:trowel, item.trowel.name
quark:quilted_wool:0, 白色缝线羊毛
quark:quilted_wool:1, 橙色缝线羊毛
quark:quilted_wool:2, 品红色缝线羊毛
quark:quilted_wool:3, 淡蓝色缝线羊毛
quark:quilted_wool:4, 黄色缝线羊毛
quark:quilted_wool:5, 黄绿色缝线羊毛
quark:quilted_wool:6, 粉红色缝线羊毛
quark:quilted_wool:7, 灰色缝线羊毛
quark:quilted_wool:8, 淡灰色缝线羊毛
quark:quilted_wool:9, 青色缝线羊毛
quark:quilted_wool:10, 紫色缝线羊毛
quark:quilted_wool:11, 蓝色缝线羊毛
quark:quilted_wool:12, 棕色缝线羊毛
quark:quilted_wool:13, 绿色缝线羊毛
quark:quilted_wool:14, 红色缝线羊毛
quark:quilted_wool:15, 黑色缝线羊毛
thaumcraft:thaumonomicon:0, 魔导手册
thaumcraft:curio:0, 奥术珍品
thaumcraft:curio:1, 传世珍品
thaumcraft:curio:2, 远古珍品
thaumcraft:curio:3, 邪术珍品
thaumcraft:curio:4, 光明珍品
thaumcraft:curio:5, 扭曲珍品
thaumcraft:curio:6, 血腥仪式
thaumcraft:loot_bag:0, 寻常藏宝袋
thaumcraft:loot_bag:1, 稀有藏宝袋
thaumcraft:loot_bag:2, 罕见藏宝袋
thaumcraft:primordial_pearl:0, 元始珍珠
thaumcraft:pech_wand, 岩精法杖
thaumcraft:celestial_notes:0, 天象笔记
thaumcraft:celestial_notes:1, 天象笔记
thaumcraft:celestial_notes:2, 天象笔记
thaumcraft:celestial_notes:3, 天象笔记
thaumcraft:celestial_notes:4, 天象笔记
thaumcraft:celestial_notes:5, 天象笔记
thaumcraft:celestial_notes:6, 天象笔记
thaumcraft:celestial_notes:7, 天象笔记
thaumcraft:celestial_notes:8, 天象笔记
thaumcraft:celestial_notes:9, 天象笔记
thaumcraft:celestial_notes:10, 天象笔记
thaumcraft:celestial_notes:11, 天象笔记
thaumcraft:celestial_notes:12, 天象笔记
thaumcraft:amber, {stored}琥珀
thaumcraft:quicksilver, 水银
thaumcraft:ingot:0, 神秘锭
thaumcraft:ingot:1, 虚空金属锭
thaumcraft:ingot:2, 炼金黄铜锭
thaumcraft:nugget:0, 铁粒
thaumcraft:nugget:1, 铜粒
thaumcraft:nugget:2, 锡粒
thaumcraft:nugget:3, 银粒
thaumcraft:nugget:4, 铅粒
thaumcraft:nugget:5, 水银液滴
thaumcraft:nugget:6, 神秘粒
thaumcraft:nugget:7, 虚空金属粒
thaumcraft:nugget:8, 炼金黄铜粒
thaumcraft:nugget:9, 石英碎片
thaumcraft:nugget:10, 稀土
thaumcraft:cluster:0, 铁原矿簇
thaumcraft:cluster:1, 金原矿簇
thaumcraft:cluster:2, 铜原矿簇
thaumcraft:cluster:3, 锡原矿簇
thaumcraft:cluster:4, 银原矿簇
thaumcraft:cluster:5, 铅原矿簇
thaumcraft:cluster:6, 朱砂原矿簇
thaumcraft:cluster:7, 石英原矿簇
thaumcraft:fabric, 魔力布匹
thaumcraft:vis_resonator, 魔力谐振器
thaumcraft:tallow, 魔力油脂
thaumcraft:mechanism_simple, 简易奥术装置
thaumcraft:mechanism_complex, 精密奥术装置
thaumcraft:plate:0, 黄铜板
thaumcraft:plate:1, 铁板
thaumcraft:plate:2, 神秘板
thaumcraft:plate:3, 虚空金属板
thaumcraft:filter, 源质滤管
thaumcraft:morphic_resonator, 形态谐振器
thaumcraft:salis_mundus, 世界盐
thaumcraft:mirrored_glass, 镜面玻璃
thaumcraft:void_seed, 虚空种子
thaumcraft:mind:0, 发条之心
thaumcraft:mind:1, 神秘生物学之心
thaumcraft:module:0, 视觉组件
thaumcraft:module:1, 攻击组件
thaumcraft:crystal_essence, %s 魔力水晶碎片
thaumcraft:chunk:0, 牛肉粒
thaumcraft:chunk:1, 鸡肉粒
thaumcraft:chunk:2, 猪肉粒
thaumcraft:chunk:3, 鱼肉粒
thaumcraft:chunk:4, 兔肉粒
thaumcraft:chunk:5, 羊肉粒
thaumcraft:triple_meat_treat, 三层肉饼
thaumcraft:brain, 僵尸之脑
thaumcraft:label:0, 空白标签
thaumcraft:phial:0, 玻璃安瓿
thaumcraft:phial:1, Aer 源质安瓿
thaumcraft:phial:1, Terra 源质安瓿
thaumcraft:phial:1, Ignis 源质安瓿
thaumcraft:phial:1, Aqua 源质安瓿
thaumcraft:phial:1, Ordo 源质安瓿
thaumcraft:phial:1, Perditio 源质安瓿
thaumcraft:phial:1, Vacuos 源质安瓿
thaumcraft:phial:1, Lux 源质安瓿
thaumcraft:phial:1, Motus 源质安瓿
thaumcraft:phial:1, Gelum 源质安瓿
thaumcraft:phial:1, Vitreus 源质安瓿
thaumcraft:phial:1, Metallum 源质安瓿
thaumcraft:phial:1, Victus 源质安瓿
thaumcraft:phial:1, Mortuus 源质安瓿
thaumcraft:phial:1, Potentia 源质安瓿
thaumcraft:phial:1, Permutatio 源质安瓿
thaumcraft:phial:1, Praecantatio 源质安瓿
thaumcraft:phial:1, Auram 源质安瓿
thaumcraft:phial:1, Alkimia 源质安瓿
thaumcraft:phial:1, Vitium 源质安瓿
thaumcraft:phial:1, Tenebrae 源质安瓿
thaumcraft:phial:1, Alienis 源质安瓿
thaumcraft:phial:1, Volatus 源质安瓿
thaumcraft:phial:1, Herba 源质安瓿
thaumcraft:phial:1, Instrumentum 源质安瓿
thaumcraft:phial:1, Fabrico 源质安瓿
thaumcraft:phial:1, Machina 源质安瓿
thaumcraft:phial:1, Vinculum 源质安瓿
thaumcraft:phial:1, Spiritus 源质安瓿
thaumcraft:phial:1, Cognitio 源质安瓿
thaumcraft:phial:1, Sensus 源质安瓿
thaumcraft:phial:1, Aversio 源质安瓿
thaumcraft:phial:1, Praemunio 源质安瓿
thaumcraft:phial:1, Desiderium 源质安瓿
thaumcraft:phial:1, Exanimis 源质安瓿
thaumcraft:phial:1, Bestia 源质安瓿
thaumcraft:phial:1, Humanus 源质安瓿
thaumcraft:phial:1, Terminus 源质安瓿
thaumcraft:phial:1, Mythus 源质安瓿
thaumcraft:phial:1, Draco 源质安瓿
thaumcraft:alumentum:0, 源动之焰
thaumcraft:jar_brace, 黄铜盖箍
thaumcraft:bottle_taint, 腐化瓶
thaumcraft:sanity_soap, 祛邪肥皂
thaumcraft:bath_salts, 净化浴盐
thaumcraft:turret:0, 自动十字弩
thaumcraft:turret:1, 高级自动弩
thaumcraft:turret:2, 奥术钻探机
thaumcraft:causality_collapser, 悖论物质
thaumcraft:scribing_tools, 笔与墨
thaumcraft:thaumometer, 魔导透镜
thaumcraft:resonator, 源质谐振器
thaumcraft:sanity_checker, 神智检测仪
thaumcraft:hand_mirror, 魔力手镜
thaumcraft:thaumium_axe, 神秘斧
thaumcraft:thaumium_sword, 神秘剑
thaumcraft:thaumium_shovel, 神秘锹
thaumcraft:thaumium_pick, 神秘镐
thaumcraft:thaumium_hoe, 神秘锄
thaumcraft:void_axe, 虚空斧
thaumcraft:void_sword, 虚空剑
thaumcraft:void_shovel, 虚空锹
thaumcraft:void_pick, 虚空镐
thaumcraft:void_hoe, 虚空锄
thaumcraft:elemental_axe, 奔流斧
thaumcraft:elemental_sword, 风雷剑
thaumcraft:elemental_shovel, 后土锹
thaumcraft:elemental_pick, 炽心镐
thaumcraft:elemental_hoe, 句芒锄
thaumcraft:primal_crusher, 元始杵
thaumcraft:crimson_blade, 血腥之刃
thaumcraft:grapple_gun, 奥术机动装置
thaumcraft:grapple_gun_tip, 机动装置头部
thaumcraft:grapple_gun_spool, 机动装置滚轴
thaumcraft:goggles, 揭示之护目镜
thaumcraft:thaumium_helm, 神秘头盔
thaumcraft:thaumium_chest, 神秘胸甲
thaumcraft:thaumium_legs, 神秘护腿
thaumcraft:thaumium_boots, 神秘靴子
thaumcraft:cloth_chest, 神秘使法袍
thaumcraft:cloth_legs, 神秘使护腿
thaumcraft:cloth_boots, 神秘使之靴
thaumcraft:traveller_boots, 旅行者之靴
thaumcraft:fortress_helm, 神秘要塞兜鍪
thaumcraft:fortress_chest, 神秘要塞胸铠
thaumcraft:fortress_legs, 神秘要塞护胫
thaumcraft:void_helm, 虚空头盔
thaumcraft:void_chest, 虚空胸甲
thaumcraft:void_legs, 虚空护腿
thaumcraft:void_boots, 虚空靴子
thaumcraft:void_robe_helm, 虚空神秘使兜帽
thaumcraft:void_robe_chest, 虚空神秘使法袍
thaumcraft:void_robe_legs, 虚空神秘使护腿
thaumcraft:crimson_plate_helm, 血腥邪徒头盔
thaumcraft:crimson_plate_chest, 血腥邪徒胸甲
thaumcraft:crimson_plate_legs, 血腥邪徒护胫
thaumcraft:crimson_boots, 血腥邪徒靴子
thaumcraft:crimson_robe_helm, 血腥邪徒兜帽
thaumcraft:crimson_robe_chest, 血腥邪徒法袍
thaumcraft:crimson_robe_legs, 血腥邪徒护腿
thaumcraft:crimson_praetor_helm, 血腥主教头盔
thaumcraft:crimson_praetor_chest, 血腥主教胸甲
thaumcraft:crimson_praetor_legs, 血腥主教护胫
thaumcraft:baubles:0, 凡人护身符
thaumcraft:baubles:1, 凡人指环
thaumcraft:baubles:2, 凡人腰带
thaumcraft:baubles:3, 学徒指环
thaumcraft:baubles:4, 精致护身符
thaumcraft:baubles:5, 精致指环
thaumcraft:baubles:6, 精致腰带
thaumcraft:amulet_vis:0, 魔力石
thaumcraft:amulet_vis:1, 魔力护身符
thaumcraft:verdant_charm, 翠心指环
thaumcraft:curiosity_band, 求知发带
thaumcraft:voidseer_charm, 虚空预言者的珍珠
thaumcraft:cloud_ring, 云霄指环
thaumcraft:charm_undying, 不死护符
thaumcraft:creative_flux_sponge, 咒波清理海绵
thaumcraft:enchanted_placeholder, 任何附魔物品
thaumcraft:caster_basic, 法师护手 
thaumcraft:focus_1, 空白次级核心
thaumcraft:focus_2, 空白高级核心
thaumcraft:focus_3, 空白大师核心
thaumcraft:focus_pouch, 施术核心手袋
thaumcraft:golem_bell, 傀儡使铃铛
thaumcraft:golem, 傀儡
thaumcraft:seal:0, 空白印记
thaumcraft:seal:1, 操控印记：聚集
thaumcraft:seal:2, 高级操控印记：聚集
thaumcraft:seal:3, 操控印记：贮存
thaumcraft:seal:4, 高级操控印记：贮存
thaumcraft:seal:5, 操控印记：空置
thaumcraft:seal:6, 高级操控印记：空置
